label,text
Anger,Per me urla troppo questa! 😅 #TVOI
Trust,Qualcosa è andato storto ma tutto sommato carino il format #IlCantanteMascherato   Coraggiosa e all'avanguardia Miss @user ☆ https://t.co/lZeaAXUU5j
Trust,@user Grazie per aver fatto il giro di mezza Italia per essere qui sta sera!
Love,"RT @user: Scusate ma io sto amando questa edizione proprio perché è tutto così trash, come minimo purtroppo rischia di fare una media i…"
Anger,@user Allo sbalzo de corrente in procura stavo pe spegne
Anger,#lamicageniale È un matrimonio di disperati.
Anger,Jlo si è suicidata solo per rivoltarsi nella tomba #taleequaleshow
Joy,@user 🤣🤣🤣🤣🤣
Anger,RT @user: Un po’ cringe questo momento con Giorgia che canta una canzone di Leonardo Da Vinci in mutande #Ulisse
Joy,"Massimo Ghini sembra Jonah Jameson, il capo di Peter Parker 😂 #CTCF https://t.co/o2mycDUy5G"
Joy,"Aaaah il cenacolo, l'ho visto!!! Ma quella figura a sx è palesemente una donna.. #Ulisse"
Neutral,+ Ama chi dirige l'orchestra? - Per me è cipolla #Sanremo2020
Love,@user @user @user @user @user @user @user @user E si era notato il vostro forte legame😍
Trust,Georgina che asfalta tutti con la sua bellezza #festivalsanremo2020
Anger,"Simpatica Soleil, come un dito su per il... #PechinoExpress"
Neutral,"“Tanto prima o poi finirà” -Maggy Gioia, 2019 #IlCollegio"
Love,#pechinoexpress si ama SEMPRE  daje tutta @user 💙  @user @user https://t.co/klZR2XO7Ex
Trust,PORCA MISERIA!!!! Lasse e Sara FANTASTICI #BallandoConLeStelle
Joy,@user Questa imitazione l'hanno dedicata a te 😂
Joy,RT @user: Grande!! #Lallieva2 https://t.co/vSNxKdLdhP
Neutral,"A 40 anni, sfanculo molto di più. #Sanremo2020"
Trust,RT @user: Grazie papà @user! #MengoniCheTempoCheFa https://t.co/KwYu0FQfHm
Love,RT @user: Ti ho voluto bene veramente #MengoniCheTempoCheFa
Anticipation,"RT @user: @user @user @user Prove fatte, siamo prontissimi per stasera #CheTempoCheFa #MengoniCheTempoCheFa"
Neutral,"RT @user: “Un frastuono, un rumore che io ho sempre sentito come un lenzuolo che si strappa.” #PieroAngela #Ulisse #MoonDayRai #MoonD…"
Trust,RT @user: “Hanno cantato insieme soltanto una volta ma era come se cantassero da sempre. Due voci che si fondono come in un grande fiu…
Trust,RT @user: Muhamad Diaoune parla italiano meglio di #CapitanConiglio della zucchina di mare #Meloni e di tutti i fascisti messi insieme.…
Trust,@user @user Mi sono piaciuti tanto
Neutral,#IlCantanteMascherato https://t.co/aYz4THtRJI
Sadness,RT @user: Comunque vada a finire....sarà sicuramente un Supremo Sconforto non trovarci più il giovedi 😭😭#LAllieva2 https://t.co/nLWrJq…
Joy,MAAAAXXXXXX DOVE CAZZOOOOOOO VAIIIIII  Morta AAHAHAHAHAHA   #pechinoexpress
Trust,@user noi fieri di voi per il vostro lavoro #LaPortaRossa2
Anticipation,FAZIO CHE SCAPPA ACHILLE NE HA COMBINATA UN’ALTRA DITEMI DI SÌ VI PREGO #CTCF
Neutral,RT @user: L’angelo di #LeonardoDaVinci nel “Battesimo di Cristo” si trova nella galleria degli Uffizi in una nuova sala dedicata al g…
Anger,"RT @user: Rega, se fossi in Eminem vi farei causa. #Sanremo2020"
Anger,"RT @user: TIZIANO MA COSA PIANGI Potresti stare zitto sul palco e poi andare via, noi faremmo comunque la standing ovation. Ma fi…"
Anticipation,"RT @user: Vi aspetto stasera su @user, alle 23.25, dove sarò ospite di @user a #PortaaPorta #ItaliaViva https://t.co/iLYzABL…"
Joy,RT @user: QUANDO QUELLO CHE TI PIACE RICAMBIA IL FOLLOW DAVANTI AI TUOI OCCHI #domenicain https://t.co/h50DwMBryN
Joy,Enzo Miccio una belva assatanata 😂 #pechinoexpress
Anticipation,RT @user: Raga urgente .. sapete dove si può seguire il concerto fuori all ariston? #Sanremo70 #nutellaonstage #Sanremo2020
Anger,RT @user: “Potete confessare i vostri peccati” “Quindi non avremo un processo?” “Giuliano l’ha avuto?” NON PARLATEMI #iMedici
Joy,"RT @user: #imedici non vorrei esagerare ma non mi riprendo più dopo questo video, è troppo bello https://t.co/GbbAbuQDMT"
Trust,concordo a pieno con tutto quello che ha scritto questo ragazzo. #Sanremo2019 #ITuoiParticolari https://t.co/xooJ55cJqQ
Neutral,"Migranti, Lamorgese: Italia non può accogliere tutti https://t.co/p3qWPSWwBQ"
Trust,"RT @user: Senza paragoni la bravura di Ettore rispetto a Lasse... non scherziamo, deve vincere #BallandoConLeStelle"
Joy,Sono i piccoli momenti come questo che mi rendono un uomo felice. #soleilvsvera #pechinoexpress
Trust,ARISA CHE VOCE MERAVIGLIOSA #IlCantanteMascherato
Neutral,RT @user: La Caruso con il labbro attaccato alla busta rossa di #PechinoExpress https://t.co/pZ7C9y5qHm
Love,"@user @user @user Ci hanno regalato una scena troppo bella, da brividi!!! Grazie @user @user e grazie #laportarossa2 ❤️"
Neutral,Concorrenti: No money Le famiglie: #pechinoexpress https://t.co/4khggPNIoP
Trust,Antonio QUANDO LO VUOI IL PREMIO? ???? #LAmicaGeniale
Trust,"RT @user: Sì, sono molto fiero di voi! #LaPortaRossa2 https://t.co/X20gEpaarx"
Trust,Ma perché non lo fanno commissario #DonMatteo?!! Le indovina tutte.   #DonMatteo12
Trust,"RT @user: ""La più bella camera del mondo"", meraviglia tra le #Meraviglie, la Camera degli Sposi. #Rai1 @user @user htt…"
Surprise,"Ah, come cambiano le cose... #QuartoGrado #chilhavisto #antoniologli https://t.co/tGjWzAbWoB"
Neutral,Orietta Berti madrina del Milano Pride 2020 #IlCantanteMascherato https://t.co/Fpp32XEzf1
Trust,i doggos veri protagonisti di questa edizione #pechinoexpress
Joy,Cmq voglio CC pure io !!! #piùCCpertutte 😅🤣🙈 #LAllieva2 @user
Anticipation,"Live venerdì 10 gennaio 2020: #IlCantanteMascherato, prima puntata, con Milly Carlucci, in prime time su Rai1 https://t.co/cESgjjFsk7"
Joy,@user Esatto ahahah
Neutral,@user @user Lo dice anche il vecchio saggio cinese #chilhavisto
Joy,RT @user: Ahahah scomunicaaa 😁 #ballandoconlestelle
Neutral,"RT @user: ""Sei il mio cesso"" #chilhavisto https://t.co/Dtpvb1QwjO"
Trust,"RT @user: durante la sigla tutti in piedi e mano sul cuore, mi raccomando #IMedici"
Joy,Vabbè questi siparietti sono imbarazzanti ma sto crepando dal ridere #DomenicaIn
Anger,Soleil sta sul cazzo pure ai cani #pechinoexpress https://t.co/LWC7Kn5NFB
Trust,"RT @user: Ammé, #Gualazzi, me piace. (E mi fa venir voglia di bere un cuba libre che non tocco da quella volta che ne ho bevuti otto in…"
Anger,L’Austria blocca tutti i treni che arrivano o che vanno in Italia.   Alla fine si è sempre la Cina di qualcun altro.   #COVID19italia  #CTCF https://t.co/JudNCpoHA8
Neutral,@user ma no si vede lontano un miglio
Love,"""Emma io ti amo tu mi hai trasformato"" #UnPassoDalCielo5 https://t.co/N9nMnwEep7"
Neutral,"@user @user In Giuria mancavano solamente Maduro, Raúl Castro, Kim Jong-un e Xi Jinping! https://t.co/UMTFN4pDpL"
Trust,Che bello essere una bimba di Anna Tatangelo since 2001 👑 #DomenicaIn
Trust,RT @user: La prima meraviglia è Alberto che esce dal buio e pian piano si illumina #Meraviglie
Sadness,RT @user: #chilhavisto vergogna per la sentenza.. Un abbraccio alla famiglia di Marco sono con voi.. Povero Marco... #giustiziaperma…
Neutral,Carlo Buccirosso é il Mastino  #IlCantanteMascherato
Trust,@user @user Anch'iooooooooo ma solo per il bel mattutino @user e la fortissima @user Viva I #Mattutini https://t.co/ojzHMcTzr8
Neutral,"RT @user: #Renzi: “#Salvini, se cambiare idea è segno di intelligenza, lei può puntare al Nobel per la fisica”. #PortaaPorta #Ma…"
Joy,CC che si preoccupa per Alice 😍😭 #LAllieva2 @user vuoi farci commuovere oggi 🙈
Sadness,#pechinoexpress mispiace per le mannequin
Trust,"La maschera più bella, la tua meravigliosa voce, le tue impeccabili interpretazioni! Questa è la vittoria, grazie anima bella ♥️ @user #IlCantanteMascherato"
Sadness,Io se fossi in Lenú me ne andrei. Manco a star lì in spiaggia a regge er moccolo  Mi sento male per lei #LAmicaGeniale https://t.co/SH9hwY5WJg
Neutral,#donmatteo12 Anna e Giulio che si punzecchiano durante l'interrogatorio https://t.co/o8Frn6nWoL
Joy,Ragazzi non ne ho azzeccato uno gaaahayhhah #IlCantanteMascherato https://t.co/fUOfHwGOR7
Neutral,Loretta Goggi come la prozia di Legolas #taleequaleshow
Neutral,Questi sicuro piacciono a Renzi #Sanremo2020
Neutral,RT @user: #scoppiati già ultimi! #pechinoexpress https://t.co/AlmWP97523
Anger,Ma veramente vi piace il #festivaldisanremo2019? Io stasera guardo IT su @user
Trust,Il vero gladiatore Enzo miccio #pechinoexpress
Trust,Va be' a 'sto punto daje mahmood.
Neutral,Il padre di Dalila è andato da Jean Luis David con una foto di Giovanni Linfo Ferretti #chilhavisto
Neutral,"L'intera mia famiglia che chiama me per raccogliere i ragni che di tanto in tanto si trovano in casa.E mi odiano perché io ovviamente non li ammazzo ma ""li accompagno"" gentilmente fuori al balcone #pechinoexpress"
Anger,Già mi stavi sul cazzo ad amici figuriamo se ti sento alle due e diciassette di notte dai su #Sanrem2020 https://t.co/1ite0HFBaA
Neutral,RT @user: Quando senti qualcuno dire che il lunedì è un giorno come altri #Scoppiati #pechinoexpress https://t.co/8I1zOPUmnc
Trust,RT @user: La puntata di questa sera di #Ulisse sui rastrellamenti di ebrei in Italia andrebbe proiettata in tutte le scuole.
Anger,"RT @user: Renzi parla parla parla e non conclude niente, fa solo accuse cazzate e illazioni senza senso #portaaporta"
Anticipation,RT @user: A tra poco su @user! @user #MengoniCheTempoCheFa https://t.co/45hZCTeQji
Trust,"RT @user: LORENZO IL MAGNIFICO SIGNORE DI FIRENZE PRINCIPE TRA GLI UOMINI NON TI SCORDEREMO MAI, AVRAI SEMPRE UN POSTO TROPPO SPECI…"
Anger,"RT @user: Dai, non scherziamo. Vi prego dai. È simpatica, è caruccia, bel personaggio Elettra e tutto quello che volete ma no. Dai.…"
Love,RT @user: enzo scanno è pure bello #LAmicaGeniale
Neutral,Ma una bella briscola con altri vecchietti al bar dell’angolo? #chilhavisto
Surprise,GLI HAI LASCIATO PORTARE IL FIGLIO IN ALGERIA????? Ma tu carina sei pazza. PAZZA #chilhavisto
Anger,@user Cambiate la giuria Lucarelli e Mariotto a casa sono vomitevoli
Anger,Voto al Trucco pari a ZERO!! #taleequaleshow
Trust,"RT @user: @user @user @user @user Se lo merita un enorme grazie papà Fabio, per averci permesso di vivere una sera…"
Trust,RT @user: Solidarietà a tutti i colleghi giornalisti pagati pochi euro a pezzo. #Report
Anger,@user Ma per carità
Trust,RT @user: @user E questa tendenza durerà ancora per ooooore ed oreeee vedrete 😌 #MengoniSanremo2019
Trust,@user @user @user @user grande micio
Anticipation,stasera deve vincere lady gaga #taleequaleshow
Trust,"RT @user: Mezzancella bravissimo. Ermal Meta da imitare è difficilissimo, ma lui riesce a ricreare il suo stile senza sfociare nella…"
Neutral,RT @user: Vedete quel fumo? In quel fumo ci sono le loro anime. #Ulisse #AlbertoAngela https://t.co/ynaOLuveKF
Trust,"Catania è una città teatro. Un continuo palcoscenico di santi, angeli e putti che hanno i colori della pietra lavica, della pietra calcarea e del marmo. #Meraviglie #Rai1 @user https://t.co/yWjW336r7G"
Trust,"#Sanremo2020 #Eurovision Checché se ne dica o no, Piero Pelù ha passato quarant'anni sui palchi. Ripeto: QUARANT'ANNI. Ed è ancora QUESTO animale da palcoscenico."
Anger,RT @user: #Ulisse oggi le scarpe di bimbi GALLEGGIANO SUL MARE MEDITERRANEO 😠😠😠😠😠😠😠😠😠😠😠
Trust,"“Ma stiamo scherzando, qui dobbiamo fare un bouquet pazzesco”  io Miccio lo amo, non ce la posso fare ⚰️ #Pechinoexpress https://t.co/NOvnqfazq6"
Trust,"@user Ciao Matteo a #portaaporta sei stato chiaro, preparato al millesimo😉,efficace, tonico e disarmante soprattutto nelle repliche. Hai vinto sicuramente ai punti.🔴Complimenti😃 Il “ko” da riservare al prossimo incontro, in vista delle politiche"
Surprise,Confesso che non conoscevo gli ex-Otago e sono stati una gran bella sorpresa... #Sanremo2019 #festivaldisanremo2019 https://t.co/uCXxSyFohN
Anticipation,Fate presto che poi tocca a ULTIMO. GRAZIE 💕💕 #Sanremo2019
Anger,"RT @user: “Che non si chieda mai più ad una donna che è stata stuprata come era vestita quella notte."" Allucinante che nel 2020…"
Love,RT @user: PAOLA MA CHE FIGA PAZZESCA #Sanremo2019
Neutral,"RT @user: ""Eravamo amici, Francesco. A volte Giuliano era persino geloso di te."" ?? #IMedici #LorenzoIlMagnifico #Magnificers htt…"
Neutral,"RT @user: ""Forse dovevo parlare meno di diritti e più di doveri"" @user #CheTempoCheFa https://t.co/mke8YmxsLR"
Anticipation,RT @user: Metadisagiate tutte sintonizzateee🎶🙌🙌aspettiamo chi imiterà l'inimitabile..😉💛🐺❤ @user @user #taleequaleshow h…
Anger,"Morgan si gira per tutti. Livello bassissimo per ora, non mi sarei girato per nessuno dei due. E conoscendo Morgan non può ritenerli magnifici come li descrive questi ragazzi, ha troppe conoscenze per complimentarsi così a caso. #TVOI #TheVoice"
Neutral,RT @user: Ma cosa ne pensa della Lega qua al sud? «Tutti i cristiani du mondo sono belli». Però Salvini è venuto qua per dire che…
Neutral,"RT @user: ""Le parole hanno un peso. Ma non lo ricordiamo . Ed è questo il dramma che si nasconde dietro i messaggi di bullismo.""…"
Anticipation,RT @user: Vi prego uscite il video della faccia di Alberto Angela quando gli hanno messo le previsioni del meteo #Ulisse
Neutral,Facchinetti wannabe Jovanotti. #IlCantanteMascherato
Surprise,NOOOOO CHIUDETE TUTTO #LAmicaGeniale
Trust,Posso dire che Achille Lauro infondo infondo è un PATATONE? #sanremo19 l'ho detto
Anticipation,Io spero che esca Cristina è un elemento distonico #BallandoConLeStelle
Neutral,RT @user: Nel Sanremo Nuove proposte del 2016 abbiamo avuto questa classifica: 1. Gabbani 2. Chiara Dello Iacovo 3. Ermal Meta 4. Ma…
Joy,@user AHAHAHAHAHAH
Neutral,"RT @user: ""Un equilibrio tra thriller e problematiche esistenziali: è questa la magia della serie"" #LaPortaRossa2, il finale di…"
Anger,@user È scandalosa sotto tutti i punti di visita. Se fossi in Mazzola parlerei di questa storia all'infinito su tutte le tv.
Neutral,Anche io #LaPortaRossa2
Neutral,"RT @user: ""Non è vero che l'odio è cieco; ha la vista molto acuta, quella di un cecchino, e che se si addormenta il suo sonno non è m…"
Neutral,"RT @user: "" Mi chiamo Massimo Decimo Meridio'' #Ulisse https://t.co/8nvCABoJae"
Neutral,@user Nel corpo di un Lannister
Neutral,"RT @user: #LeonardodaVinci protagonista del sabato sera di @user! #AlbertoAngela traccerà il ritratto dell'artista ""genio univ…"
Neutral,"RT @user: Vincenzo Mollica: ""Che aria c'è dietro il palco di Sanremo?"" Elettra Lamborghini: ""A parte Bugo e Morgan si respira un bel c…"
Sadness,"RT @user: Si respira ancora il dolore che questi vagoni hanno contenuto, nella freddezza del legno e dell'acciaio. #Ulisse #AlbertoA…"
Neutral,"RT @user: .@user a #chetempochefa si esibisce su Voglio e Buona Vita, anticipando le prime date del suo tour 🎶#MengoniCheT…"
Surprise,Ma Coelho mica parla della Thailandia. Cazzo dice Soleil? (O me ne sono perso uno ambientato li?) #pechinoexpress
Anticipation,RT @user: INIZIA ORA la settima puntata di #BallandoConLeStelle! Su #Rai1 e in streaming qui --> https://t.co/0wJdNUzAL2 https://t.co/yZs…
Anticipation,RT @user: A #chetempochefa il sindaco di Riace: #MimmoLucano. https://t.co/29gxLmMzm4
Neutral,Ho commentato troppo mi fa male il braccio. #IMedici
Anger,Sarò impopolare ma per me Ettore Bassi non è un bravo ballerino. Figurarsi essere candidato alla vittoria. Esegue passi ma è rigido e non ha musicalità. Daniel Osvaldo è un'altro pianeta non scherziamo #BallandoConLeStelle
Joy,RT @user: #taleequaleshow @user vs legolas 1 a 0 https://t.co/YXI2Lh3T20
Neutral,Ricapitolando: PAVONE alias Rettore. CONIGLIO alias Grignani. MOSTRO alias Orietta Berti. #IlCantanteMascherato
Neutral,"Ho scoperto che il luogo in cui 🦁dice di avere le sue radici è Canale Monterano, in provincia di Roma (in foto le rovine della Chiesa di San Bonaventura). #IlCantanteMascherato https://t.co/F7kBYcQR3O"
Trust,RT @user: Gli speleologi scendono nel vuoto e al buio mentre io ancora faccio la corsa sulle scale per paura che un mostro mi insegu…
Anger,@user @user @user @user Prima eravate più brutti perché non avevate una lira.
Trust,"RT @user: ""Ed è per questo che abbiamo bisogno di un rapido adattamento culturale"" Piero e Alberto Angela GRAZIE #Ulisse #Apollo50t…"
Neutral,#Report la politica che nelle curve trova un elettorato
Trust,"Bravo, bravo, bravo Diodato! Io spero che nessuno si sogni di metterlo in contrapposizione con Achille Lauro o Elodie, tipo lui è quello ""vecchio"", tradizionale, mentre gli altri sono nuovi, innovativi ecc. Viva Diodato evviva Elodie e Achille Lauro. #Sanremo2020"
Trust,RT @user: 🎶 Fai di me quel che vuoi sono qui Faccia d’angelo David di Michelangelo 🎵 #MeNeFrego - @user #sanremo2020 #sanremo7…
Joy,SIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII #pechinoexpress
Neutral,"@user @user ""gli"" avrebbe raccontato o ""le""?"
Neutral,@user @user @user @user @user @user @user @user .. #Jonas continua a ricordare.. #LaPortaRossa2 #twittatricifolliLG
Love,“È bello correre in bianco e nero” 🖤 #gliscoppiati #pechinoexpress
